Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
524548,SHARMEH,SHARMA EAST INDIA HOSPITALS &,Active,X,10.0,INE465H01012,,Equity
524558,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,A,10.0,INE794A01010,Pharmaceuticals,Equity
524564,GAYATRIBI,GAYATRI BIOORGANICS LTD.,Active,X,10.0,INE052E01015,Commodity Chemicals,Equity
524570,PODDARMENT,PODDAR PIGMENTS LTD.,Active,B,10.0,INE371C01013,Specialty Chemicals,Equity
524572,PHARMAID,PHARMAIDS PHARMACEUTICALS LTD.,Active,X,10.0,INE117D01018,Pharmaceuticals,Equity
524576,VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.,Active,X,5.0,INE737C01023,Commodity Chemicals,Equity
524580,PRIYALT,PRIYA LTD.,Active,X,10.0,INE686C01014,Comm.Trading  & Distribution,Equity
524582,TIRUSTA,TIRUPATI STARCH & CHEMICALS LT,Active,X,10.0,INE314D01011,Other Food Products,Equity
524590,HEMORGANIC,HEMO ORGANIC LIMITED,Active,XT,10.0,INE422G01015,Comm.Trading  & Distribution,Equity
524592,JAYSYNTH,JAYSYNTH ORGOCHEM LIMITED,Active,X,1.0,INE263B01022,Specialty Chemicals,Equity
524594,AEONXDIGI,Aeonx Digital Technology Limit,Active,X,10.0,INE994D01010,Commodity Chemicals,Equity
524598,AKSHARCHEM,AKSHARCHEM (INDIA) LTD.,Active,T,10.0,INE542B01011,Specialty Chemicals,Equity
524602,BANDARAM,BANDARAM PHARMA PACKTECH LIMIT,Active,X,10.0,INE875N01036,,Equity
524604,ADLINE,ADLINE CHEM LAB LIMITED,Active,P,10.0,INE276T01018,,Equity
524606,BERLDRG,BERYL DRUGS LTD.,Active,X,10.0,INE415H01017,Pharmaceuticals,Equity
524614,INDXTRA,IEL LIMITED,Active,X,1.0,INE056E01024,,Equity
524622,ISTRNETWK,ISTREET NETWORK LIMITED,Active,X,4.0,INE532B01020,Internet & Catalogue Retail,Equity
524624,GAGAN,GAGAN GASES LTD.,Active,XT,10.0,INE076D01016,Integrated Oil & Gas,Equity
524628,PARKERAC,PARKER AGROCHEM EXPORTS LTD.,Active,X,10.0,INE750B01010,Comm.Trading  & Distribution,Equity
524632,SHUKRAPHAR,Shukra Pharmaceuticals Limited,Active,B,1.0,INE551C01044,,Equity
524634,ALUFLUOR,ALUFLUORIDE LTD.,Active,B,10.0,INE058F01019,Commodity Chemicals,Equity
524636,OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITE,Active,XT,10.0,INE102E01018,Pharmaceuticals,Equity
524640,ARCHITORG,ARCHIT ORGANOSYS LTD.,Active,XT,10.0,INE078I01011,Commodity Chemicals,Equity
524648,INDOAMIN,INDO AMINES LTD.,Active,T,5.0,INE760F01028,,Equity
524654,NATCAPSUQ,NATURAL CAPSULES LTD.,Active,B,10.0,INE936B01015,Pharmaceuticals,Equity
524661,WELCURE,WELCURE DRUGS & PHARMACEUTICAL,Active,X,1.0,INE331C01025,,Equity
524663,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOG,Active,B,10.0,INE994B01014,Pharmaceuticals,Equity
524667,SOTL,SAVITA OIL TECHNOLOGIES LTD.,Active,B,2.0,INE035D01020,,Equity
524669,HESTERBIO,HESTER BIOSCIENCES LTD.,Active,B,10.0,INE782E01017,Pharmaceuticals,Equity
524675,KABSON,KABSONS INDUSTRIES LTD.,Active,X,10.0,INE645C01010,,Equity
524687,BASANTGL,BASANT AGRO TECH (INDIA) LTD.,Active,X,1.0,INE473E01021,Fertilizers,Equity
524703,SANDUPHQ,SANDU PHARMACEUTICALS LTD.,Active,X,10.0,INE751D01014,Pharmaceuticals,Equity
524709,NACLIND,NACL Industries Limited,Active,B,1.0,INE295D01020,Agrochemicals,Equity
524711,VISTAPH,VISTA PHARMACEUTICALS LTD.,Active,X,2.0,INE427C01021,,Equity
524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES,Active,A,1.0,INE044A01036,Pharmaceuticals,Equity
524717,TITANBIO,TITAN BIOTECH LTD.,Active,XT,2.0,INE150C01029,,Equity
524723,ARVAYA,Arvaya Healthcare Limited,Active,XT,10.0,INE491D01017,,Equity
524727,SDL,Span Divergent Limited,Active,X,10.0,INE004E01016,Pharmaceuticals,Equity
524731,JENBURPH,JENBURKT PHARMACEUTICALS LTD.,Active,B,10.0,INE354A01013,Pharmaceuticals,Equity
524735,HIKAL,HIKAL LTD.,Active,B,2.0,INE475B01022,Pharmaceuticals,Equity
524742,CAPLIPOINT,CAPLIN POINT LABORATORIES LTD.,Active,A,2.0,INE475E01026,,Equity
524743,FISCHER,FISCHER MEDICAL VENTURES LIMIT,Active,B,1.0,INE771F01041,,Equity
524748,LINKPH,LINK PHARMA CHEM LTD.,Active,X,10.0,INE302F01011,Commodity Chemicals,Equity
524752,DECIPHER,DECIPHER LABS LIMITED,Active,X,10.0,INE643N01012,,Equity
524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION L,Active,X,10.0,INE634B01016,Commodity Chemicals,Equity
524774,NGLFINE,NGL FINE-CHEM LTD.,Active,B,5.0,INE887E01022,Pharmaceuticals,Equity
524790,EVERESTO,EVEREST ORGANICS LTD.,Active,X,10.0,INE334C01029,,Equity
524804,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A,1.0,INE406A01037,Pharmaceuticals,Equity
524808,PHYTO,PHYTO CHEM (INDIA) LTD.,Active,X,10.0,INE037C01010,Agrochemicals,Equity
524816,NATCOPHARM,NATCO PHARMA LTD.,Active,A,2.0,INE987B01026,Pharmaceuticals,Equity
524818,DYNAMIND,DYNAMIC INDUSTRIES LTD.,Active,X,10.0,INE457C01010,Specialty Chemicals,Equity
524820,PANAMAPET,PANAMA PETROCHEM LTD.,Active,B,2.0,INE305C01029,Oil Marketing & Distribution,Equity
524824,BALPHARMA,BAL PHARMA LTD.,Active,B,10.0,INE083D01012,Pharmaceuticals,Equity
524828,BDH,BDH INDUSTRIES LTD.,Active,X,10.0,INE278D01018,Pharmaceuticals,Equity
526001,JAUSPOL,JAUSS POLYMERS LTD.,Active,X,10.0,INE593O01017,Containers & Packaging,Equity
526025,GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE,Active,X,10.0,INE064L01015,Textiles,Equity
526027,CUBEXTUB,CUBEX TUBINGS LTD.,Active,B,10.0,INE144D01012,Copper,Equity
526043,POLYCHMP,POLYMECHPLAST MACHINES LTD.,Active,X,10.0,INE809B01014,Industrial Machinery,Equity
526071,STELLANT,STELLANT SECURITIES (INDIA) LT,Active,XT,10.0,INE395F01023,,Equity
526073,GALXBRG,GALAXY BEARINGS LTD.,Active,XT,10.0,INE020S01012,Other Industrial Goods,Equity
526075,VINRKLB,REKVINA LABORATORIES LTD.,Active,XT,5.0,INE092O01028,Pharmaceuticals,Equity
526081,SCAGRO,SC Agrotech Limited,Active,XT,10.0,INE895E01017,Packaged Foods,Equity
526095,RALEGRA,RAVILEELA GRANITES LTD.,Active,XT,10.0,INE427E01027,,Equity
526113,UNRYLMA,UNIROYAL MARINE EXPORTS LTD.,Active,XT,10.0,INE602H01010,Packaged Foods,Equity
526115,KARANWO,KARAN WOO-SIN LTD.,Active,X,10.0,INE327D01013,Other Apparels & Accessories,Equity
526117,SHERVANI,SHERVANI INDUSTRIAL SYNDICATE,Active,B,10.0,INE011D01013,Non-Durable Household Prod.,Equity
526125,BNAGROCHEM,BN AGROCHEM LIMITED,Active,B,10.0,INE00HZ01011,,Equity
526133,SUPERTEX,SUPERTEX INDUSTRIES LTD.,Active,X,10.0,INE881B01054,Textiles,Equity
526137,SHETR,SHETRON LTD.,Active,X,10.0,INE278C01010,Containers & Packaging,Equity
526139,TRABI,TRANSGENE BIOTEK LTD.,Active,X,10.0,INE773D01018,Healthcare Services,Equity
526143,MPL,MPL PLASTICS LTD.,Active,X,10.0,INE343A01016,Containers & Packaging,Equity
526159,NIKHILAD,NIKHIL ADHESIVES LTD.,Active,X,1.0,INE926C01022,,Equity
526161,SPENTA,SPENTA INTERNATIONAL LTD.,Active,XT,10.0,INE175C01018,Other Apparels & Accessories,Equity
526169,MULTIBASE,MULTIBASE INDIA LTD.,Active,X,10.0,INE678F01014,Auto Tyres & Rubber Products,Equity
526173,ANDREWYU,ANDREW YULE & COMPANY LTD.,Active,B,2.0,INE449C01025,Tea & Coffee,Equity
526179,LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD,Active,X,10.0,INE983C01015,Jute & Jute Products,Equity
526187,ASHRAM,ASHRAM ONLINE.COM LTD.,Active,X,10.0,INE293C01019,Healthcare Services,Equity
526193,ROYALCU,ROYAL CUSHION VINYL PRODUCTS L,Active,X,10.0,INE618A01011,Furniture-Furnishing-Paints,Equity
526211,SURJIND,SURAJ INDUSTRIES LTD.,Active,X,10.0,INE170U01011,,Equity
526217,HITECHCORP,Hitech Corporation Limited,Active,T,10.0,INE120D01012,Containers & Packaging,Equity
526227,FILATEX,FILATEX INDIA LTD.,Active,B,1.0,INE816B01035,,Equity
526231,STDSFAC,STANDARD SURFACTANTS LTD.,Active,X,10.0,INE307D01015,,Equity
526237,MORGAN,MORGAN VENTURES LTD.,Active,X,10.0,INE902C01015,Finance (including NBFCs),Equity
526241,AMRAPLIN,AMRAPALI INDUSTRIES LTD.,Active,XT,5.0,INE762C01021,Comm.Trading  & Distribution,Equity
526247,PREMEXPLN,PREMIER EXPLOSIVES LTD.,Active,A,2.0,INE863B01029,,Equity
526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT,Active,XT,10.0,INE033E01015,Finance (including NBFCs),Equity
526263,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD.,Active,T,2.0,INE835B01035,,Equity
526269,CRSTCHM,CRESTCHEM LTD.,Active,XT,10.0,INE293N01016,Fibres & Plastics,Equity
526299,MPHASIS,MPHASIS LTD.,Active,A,10.0,INE356A01018,IT Consulting & Software,Equity
526315,DIVSHKT,DIVYASHAKTI LIMITED,Active,X,10.0,INE410G01010,Construction Materials,Equity
526325,ORIENTLTD,ORIENT PRESS LTD.,Active,T,10.0,INE609C01024,Containers & Packaging,Equity
526331,ADVMULT,ADVANCE MULTITECH LTD.,Active,XT,10.0,INE875S01019,,Equity
526335,SHREYASI,SHREYAS INTERMEDIATES LTD.,Active,X,10.0,INE115F01017,Commodity Chemicals,Equity
526345,PANJON,PANJON LTD.,Active,X,10.0,INE744D01019,,Equity
526349,CRAFTROOT,CRAFTROOT RETAIL LIMITED,Active,Z,10.0,INE218T01010,,Equity
526355,DUROPACK,DUROPACK LTD.,Active,X,10.0,INE138B01018,Plastic Products,Equity
526365,SWARNSAR,SWARNSARITA JEWELS INDIA LIMIT,Active,B,10.0,INE967A01012,Other Apparels & Accessories,Equity
526367,GANESHHOU,GANESH HOUSING LIMITED,Active,B,10.0,INE460C01014,Realty,Equity
526371,NMDC,NMDC LTD.,Active,A,1.0,INE584A01023,Mining,Equity
526373,CINDHO,CINDRELLA HOTELS LTD.,Active,X,10.0,INE908C01012,Hotels,Equity
526381,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD,Active,T,10.0,INE529D01014,Surface Transportation,Equity
526397,ALPHAGEO,ALPHAGEO (INDIA) LTD.,Active,T,10.0,INE137C01018,Oil Equipment & Services,Equity
526407,HAMPTON,HAMPTON SKY REALTY LIMITED,Active,B,1.0,INE299D01022,,Equity
526409,KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT,Active,X,2.0,INE301C01028,Plastic Products,Equity
526415,OKPLA,OK PLAY INDIA LTD.,Active,XT,1.0,INE870B01024,,Equity
526423,KRITI,KRITI INDUSTRIES (INDIA) LTD.,Active,B,1.0,INE479D01038,Plastic Products,Equity
526431,WELTI,WELTERMAN INTERNATIONAL LTD.,Active,XT,10.0,INE662D01013,Footwear,Equity
526433,ASMTEC,ASM TECHNOLOGIES LTD.,Active,B,10.0,INE867C01010,IT Consulting & Software,Equity
526435,PERFEPA,PERFECTPAC LTD.,Active,X,2.0,INE759I01024,,Equity
526439,AMBIT,AMBITIOUS PLASTOMAC COMPANY LT,Active,X,10.0,INE267C01013,,Equity
526441,VISIONCINE,VISION CINEMAS LTD.,Active,X,1.0,INE515B01025,Advertising & Media,Equity
526443,AEIM,Artificial Electronics Intelli,Active,X,10.0,INE072B01027,,Equity
526445,INDRANIB,INDRAYANI BIOTECH LTD.,Active,X,10.0,INE007C01021,Other Agricultural Products,Equity
526468,EUROLED,EURO LEDER FASHION LTD.,Active,XT,10.0,INE940E01011,Other Apparels & Accessories,Equity
526471,WINSOMBR,WINSOME BREWERIES LTD.,Active,X,10.0,INE391C01011,Breweries & Distilleries,Equity
526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,Active,X,10.0,INE152E01013,,Equity
526477,SAENTER,SOUTH ASIAN ENTERPRISES LTD.,Active,X,10.0,INE118B01010,Other Leisure Facilities,Equity
526479,SKYIND,SKY INDUSTRIES LTD.,Active,X,10.0,INE765B01018,Textiles,Equity
526481,PHOENXINTL,PHOENIX INTERNATIONAL LTD.,Active,B,10.0,INE245B01011,Other Apparels & Accessories,Equity
526488,BHUDEVI,BHUDEVI INFRA PROJECTS LIMITED,Active,X,10.0,INE432N01010,Textiles,Equity
526490,PRATIK,PRATIK PANELS LTD.,Active,X,1.0,INE206C01029,,Equity
526492,RISHIROOP,Rishiroop Limited,Active,X,10.0,INE582D01013,Other Industrial Products,Equity
526494,PROMACT,Promact Plastics Limited,Active,X,10.0,INE818D01011,Containers & Packaging,Equity
526500,STRGRENWO,STERLING GREEN WOODS LTD.,Active,X,10.0,INE398F01019,Hotels,Equity
526504,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.,Active,X,10.0,INE796B01013,Healthcare Services,Equity
526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES,Active,T,1.0,INE356B01024,,Equity
526508,SHAHISHIP,Shahi Shipping Limited,Active,X,10.0,INE825D01016,Shipping,Equity
526519,ALPINEHOU,ALPINE HOUSING DEVELOPMENT COR,Active,XT,10.0,INE840D01015,Realty,Equity
526525,WWALUM,WORLDWIDE ALUMINIUM LIMITED,Active,X,10.0,INE550D01010,Other Apparels & Accessories,Equity
526530,IIRM,IIRM HOLDINGS INDIA LIMITED,Active,XT,5.0,INE670C01026,,Equity
526532,SFPIL,SQUARE FOUR PROJECTS INDIA LIM,Active,X,5.0,INE716K01020,,Equity
526544,SGLRES,SGL RESOURCES LIMITED,Active,B,2.0,INE967B01028,Internet Software & Services,Equity
526546,CHOKSILA,CHOKSI LABORATORIES LTD.,Active,X,10.0,INE493D01013,Healthcare Services,Equity
526550,CCHHL,COUNTRY CLUB HOSPITALITY AND H,Active,B,2.0,INE652F01027,Hotels,Equity
526554,SALGUTI,SALGUTI INDUSTRIES LTD.,Active,X,10.0,INE159C01012,Containers & Packaging,Equity
526570,REMAGNET,MIDWEST ENERGY LIMITED,Active,B,10.0,INE519N01014,Construction Materials,Equity
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD.,Active,X,10.0,INE439G01019,Comm.Trading  & Distribution,Equity
526582,TPLPLASTEH,TPL PLASTECH LTD.,Active,B,2.0,INE413G01022,,Equity
526588,PHOTOQUP,PHOTOQUIP INDIA LTD.,Active,X,10.0,INE813B01016,Photographic Products,Equity
526596,LIBERTSHOE,LIBERTY SHOES LTD.,Active,B,10.0,INE557B01019,Footwear,Equity
526604,LIPPISYS,LIPPI SYSTEMS LTD.,Active,XT,10.0,INE845B01018,Industrial Machinery,Equity
526608,ELECTHERM,ELECTROTHERM (INDIA) LTD.,Active,B,10.0,INE822G01016,Iron & Steel Products,Equity
526612,BLUEDART,BLUE DART EXPRESS LTD.,Active,A,10.0,INE233B01017,Transportation - Logistics,Equity
526614,EXPOEAPL,EXPO ENGINEERING AND PROJECTS,Active,X,4.0,INE561D01025,Other Industrial Products,Equity
526616,NATPLAS,NATIONAL PLASTIC INDUSTRIES LT,Active,X,10.0,INE233D01013,Plastic Products,Equity
526622,MFLINDIA,MFL INDIA LTD.,Active,X,1.0,INE244C01020,Transportation - Logistics,Equity
526628,AJWAFUN,AJWA FUN WORLD & RESORT LTD.,Active,P,10.0,INE863E01015,Other Leisure Facilities,Equity
526638,TEXELIN,TEXEL INDUSTRIES LTD.,Active,X,10.0,INE594V01028,,Equity
526640,RAYALEMA,ROYALE MANOR HOTELS & INDUSTRI,Active,X,10.0,INE008C01011,Hotels,Equity
526642,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B,2.0,INE771A01026,Footwear,Equity
526650,TFCILTD,TOURISM FINANCE CORPORATION OF,Active,A,2.0,INE305A01023,,Equity
526654,THAKDEV,THAKKERS DEVELOPERS LTD.,Active,B,10.0,INE403F01017,Realty,Equity
526662,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Active,B,10.0,INE610C01014,Construction & Engineering,Equity
526666,BIL,BHARTIYA INTERNATIONAL LTD.,Active,B,10.0,INE828A01016,Other Apparels & Accessories,Equity
526668,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B,10.0,INE967C01018,Hotels,Equity
526675,TIRTPLS,TIRTH PLASTIC LTD.,Active,X,10.0,INE008N01018,,Equity
526677,KEEPLEARN,DSJ KEEP LEARNING LIMITED,Active,B,1.0,INE055C01020,,Equity
526683,UNIVAFOODS,Univa Foods Limited,Active,T,10.0,INE275F01019,Hotels,Equity
526703,ECOPLAST,ECOPLAST LTD.,Active,X,10.0,INE423D01010,Plastic Products,Equity
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUST,Active,X,10.0,INE095B01010,Comm.Trading  & Distribution,Equity
526709,BITS,BITS LTD.,Active,X,2.0,INE839A01021,IT Software Products,Equity
526711,ADARSHPL,ADARSH PLANT PROTECT LTD.,Active,X,10.0,INE627D01016,Agrochemicals,Equity
526717,HPBL,HCP PLASTENE BULKPACK LIMITED,Active,X,10.0,INE136C01044,,Equity
526721,NICCOPAR,NICCO PARKS & RESORTS LTD.,Active,B,1.0,INE653C01022,Other Leisure Facilities,Equity
526723,NTCIND,NTC INDUSTRIES LTD.,Active,B,10.0,INE920C01017,Cigarettes-Tobacco Products,Equity
526725,SANDESH,SANDESH LTD.,Active,B,10.0,INE583B01015,Publishing,Equity
526727,GARNET,GARNET CONSTRUCTION LTD.,Active,X,10.0,INE797D01017,Construction & Engineering,Equity
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,A,2.0,INE025B01025,,Equity
526731,BRIGHTBR,BRIGHT BROTHERS LTD.,Active,B,10.0,INE630D01010,Containers & Packaging,Equity
526739,SHAWGELTIN,NARMADA GELATINES LTD.,Active,X,10.0,INE869A01010,Specialty Chemicals,Equity
526747,PGFOILQ,PG FOILS LTD.,Active,X,10.0,INE078D01012,Aluminium,Equity
526751,GRATEXI,GRATEX INDUSTRIES LTD.,Active,X,10.0,INE915E01013,Paper & Paper Products,Equity
526755,VELHO,VELAN HOTELS LTD.,Active,XT,10.0,INE548D01014,Hotels,Equity
526761,HOWARHO,HOWARD HOTELS LTD.,Active,X,10.0,INE931B01016,Hotels,Equity
526775,VALIANT,VALIANT COMMUNICATIONS LTD.,Active,X,10.0,INE760B01019,Telecom Equipment,Equity
526783,DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.,Active,B,10.0,INE934C01018,Healthcare Services,Equity
526795,MHSGRMS,MAHASAGAR TRAVELS LTD.,Active,ZP,10.0,INE007G01014,Surface Transportation,Equity
526797,GREENPLY,GREENPLY INDUSTRIES LTD.,Active,B,1.0,INE461C01038,,Equity
526799,UNQTYMI,UNION QUALITY PLASTICS LTD.,Active,XT,10.0,INE338N01019,Containers & Packaging,Equity
526807,SEAMECLTD,SEAMEC LTD.,Active,B,10.0,INE497B01018,Shipping,Equity
526813,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,Active,X,10.0,INE753B01014,Cigarettes-Tobacco Products,Equity
526817,CHEVIOT,CHEVIOT CO.LTD.,Active,B,10.0,INE974B01016,Jute & Jute Products,Equity
526821,DAICHI,DAI-ICHI KARKARIA LTD.,Active,B,10.0,INE928C01010,Specialty Chemicals,Equity
526823,RAJINFRA,RAJESWARI INFRASTRUCTURE LIMIT,Active,Z,10.0,INE016C01014,Realty,Equity
526827,SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMIT,Active,XT,10.0,INE882D01017,Other Apparels & Accessories,Equity
526829,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD,Active,B,1.0,INE552D01024,Oil Marketing & Distribution,Equity
526839,SIPL,SHELTER INFRA PROJECTS LTD.,Active,X,10.0,INE413C01013,Construction & Engineering,Equity
526841,SHAKTIPR,SHAKTI PRESS LTD.,Active,X,10.0,INE794C01016,,Equity
526847,ASHSI,ASHIRWAD STEELS & INDUSTRIES L,Active,X,10.0,INE338C01012,Iron & Steel/Interm.Products,Equity
526849,BANARBEADS,BANARAS BEADS LTD.,Active,B,10.0,INE655B01011,Other Apparels & Accessories,Equity
526851,AREXMIS,AREX INDUSTRIES LTD.,Active,X,10.0,INE480H01011,Textiles,Equity
526853,BI,BILCARE LTD.,Active,T,10.0,INE986A01012,Healthcare Supplies,Equity
526859,ISFL,ISF LIMITED,Active,X,1.0,INE973B01026,Finance (including NBFCs),Equity
526861,RISHILASE,RISHI LASER LTD.,Active,X,10.0,INE988D01012,Industrial Machinery,Equity
526865,JAINCO,JAINCO PROJECTS (INDIA) LTD.,Active,X,10.0,INE966C01010,Comm.Trading  & Distribution,Equity
526869,KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD,Active,X,10.0,INE795E01019,,Equity
526871,INTECCAP,INTEC CAPITAL LTD.,Active,XT,10.0,INE017E01018,Other Financial Services,Equity
526873,RAJSEC,RAJASTHAN SECURITIES LIMITED,Active,X,3.0,INE184D01026,,Equity
526877,SIDDHEGA,SIDDHESWARI GARMENTS LTD.,Active,XT,10.0,INE797C01019,,Equity
526881,63MOONS,63 Moons Technologies Limited,Active,A,2.0,INE111B01023,IT Consulting & Software,Equity
526883,SHIKHAR,SHIKHAR CONSULTANTS LTD.,Active,XT,10.0,INE641B01011,,Equity
526885,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.,Active,B,1.0,INE453D01025,Textiles,Equity
526887,INDOCRED,INDO CREDIT CAPITAL LTD.,Active,XT,10.0,INE147D01015,Finance (including NBFCs),Equity
526891,MKTCREAT,MARKET CREATORS LTD.,Active,X,10.0,INE944C01017,Other Financial Services,Equity
526899,HFIL,HIMALAYA FOOD INTERNATIONAL LI,Active,X,10.0,INE552B01010,Other Agricultural Products,Equity
526901,SONALAD,SONAL ADHESIVES LTD.,Active,X,10.0,INE344I01017,Commodity Chemicals,Equity
526905,PADMAIND,Padmanabh Industries Ltd,Active,X,10.0,INE743D01011,,Equity
526921,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT,Active,B,10.0,INE253B01015,Other Financial Services,Equity
526931,HRYNSHP,HARIYANA SHIP BREAKERS LTD.,Active,B,10.0,INE400G01011,Other Industrial Goods,Equity
526935,KALIND,Kalind Limited,Active,X,2.0,INE377D01026,,Equity
526941,VAICC,VAISHNO CEMENT CO.LTD.,Active,P,10.0,INE116E01018,Cement & Cement Products,Equity
526945,TYROON,TYROON TEA CO.LTD.,Active,X,10.0,INE945B01016,Tea & Coffee,Equity
526947,LAOPALA,LA OPALA RG LTD.,Active,B,2.0,INE059D01020,Houseware,Equity
526951,STYLAMIND,STYLAM INDUSTRIES LIMITED,Active,B,5.0,INE239C01020,,Equity
526953,VENUSREM,VENUS REMEDIES LTD.,Active,T,10.0,INE411B01019,Pharmaceuticals,Equity
526959,WOODSVILA,WOODSVILLA LTD.,Active,XT,5.0,INE374J01020,,Equity
526961,LASTMILE,LAST MILE ENTERPRISES LIMITED,Active,X,1.0,INE404B01022,,Equity
526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,Active,X,10.0,INE372D01019,Containers & Packaging,Equity
526967,HEERAISP,HEERA ISPAT LTD.,Active,X,10.0,INE025D01013,Iron & Steel/Interm.Products,Equity
526971,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,Active,XT,10.0,INE313G01016,Comm.Trading  & Distribution,Equity
526977,CRIMSON,CRIMSON METAL ENGINEERING COMP,Active,P,10.0,INE318P01016,Iron & Steel Products,Equity
526981,SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,Active,B,10.0,INE402H01015,Iron & Steel Products,Equity
526983,ASHOKRE,ASHOKA REFINERIES LTD.,Active,P,10.0,INE760M01016,Other Agricultural Products,Equity
526987,URJA,URJA GLOBAL LTD.,Active,B,1.0,INE550C01020,Comm.Trading  & Distribution,Equity
527001,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,A,2.0,INE348A01023,Mining,Equity
527005,SHREEPAC,SHREE PACETRONIX LTD.,Active,X,10.0,INE847D01010,Healthcare Supplies,Equity
530001,GUJALKALI,GUJARAT ALKALIES & CHEMICALS L,Active,B,10.0,INE186A01019,Commodity Chemicals,Equity
530005,INDIACEM,INDIA CEMENTS LTD.,Active,A,10.0,INE383A01012,Cement & Cement Products,Equity
530007,JKTYRE,JK TYRE & INDUSTRIES LTD.,Active,A,2.0,INE573A01042,Auto Tyres & Rubber Products,Equity
530017,SIL,STANDARD INDUSTRIES LTD.,Active,B,5.0,INE173A01025,Commodity Chemicals,Equity
530019,JUBLPHARMA,JUBILANT PHARMOVA LIMITED,Active,A,1.0,INE700A01033,Pharmaceuticals,Equity
530023,THEINVEST,THE INVESTMENT TRUST OF INDIA,Active,B,10.0,INE924D01017,Finance (including NBFCs),Equity
530025,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,Active,X,10.0,INE607G01011,Misc.Commercial Services,Equity
530027,AADIIND,AADI INDUSTRIES LTD.,Active,X,10.0,INE563D01013,Fibres & Plastics,Equity
530035,SANTOSHF,SANTOSH FINE-FAB LTD.,Active,XT,10.0,INE612D01018,Textiles,Equity
530037,SPARKLEGR,SPARKLE GOLD ROCK LIMITED,Active,X,10.0,INE618F01010,Textiles,Equity
530043,ACKNIT,ACKNIT INDUSTRIES LTD.,Active,X,10.0,INE326C01017,Other Apparels & Accessories,Equity
530045,TITANSEC,TITAN SECURITIES LTD.,Active,X,10.0,INE090D01017,Finance (including NBFCs),Equity
530053,REALECO,REAL ECO-ENERGY LIMITED,Active,X,2.0,INE055E01034,,Equity
530055,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,Active,XT,10.0,INE264N01017,Misc.Commercial Services,Equity
530057,VIVANZA,Vivanza Biosciences Limited,Active,X,1.0,INE984E01035,,Equity
530063,YASHRAJC,YASHRAJ CONTAINEURS LTD.,Active,XT,10.0,INE095C01018,Containers & Packaging,Equity
530065,LORDSHOTL,LORDS ISHWAR HOTELS LIMITED,Active,X,10.0,INE689J01013,Hotels,Equity
530067,CSLFINANCE,CSL Finance Limited,Active,B,10.0,INE718F01018,Finance (including NBFCs),Equity
530073,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,B,1.0,INE989A01032,,Equity
530075,ANTELOPUS,Antelopus Selan Energy Limited,Active,B,10.0,INE818A01017,Exploration & Production,Equity
530077,PURETROP,PURETROP FRUITS LIMITED,Active,X,10.0,INE795D01011,Other Agricultural Products,Equity
530079,FAZE3Q,FAZE THREE LTD.,Active,B,10.0,INE963C01033,Textiles,Equity
530093,ACEEDU,ACE EDUTREND LTD.,Active,Z,10.0,INE715F01014,Education,Equity
530109,ANUPAM,ANUPAM FINSERV LIMITED,Active,X,1.0,INE069B01023,,Equity
530111,RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,Active,X,10.0,INE639C01013,Containers & Packaging,Equity
